id,neo4j_id,label
ISIadjBMIinterGenoBMI,626998,Modified Stumvoll ISI adj genotype-BMI interaction
ISR,626999,Insulin secretion rate
ISRadjBMI,627001,Insulin secretion rate adj BMI
ISen,627002,Insulin sensitivity
ISenBMI,627003,Insulin sensitivity adj BMI
ISthickness,627004,Photoreceptor cell inner segment thickness
IgAN,627005,IgA nephropathy (IgAN)
Ile,627006,Isoleucine
ImReticuloFrac,627007,Immature reticulocyte fraction
Incr30,627009,Incremental insulin at 30 min OGTT
InfantHeadCir,627010,Head circumference at 6-30 months
Ins30,627011,Insulin at 30 min OGTT
Ins30adjBMI,627012,Insulin at 30 min OGTT adj BMI
Insomnia,627013,Insomnia
InsomniaInPD,627014,Insomnia in Parkinson's disease
Insp_Histo_Mode,627016,Slicer Insp Intensity Hu Mode
Insp_LAA950_LLL,627018,Insp percent below 950 LLL
Insp_LAA950_LUL,627019,Insp percent below 950 LUL
Insp_LAA950_RLL,627020,Insp percent below 950 RLL
Insp_LAA950_RML,627021,Insp percent below 950 RML
Insp_LAA950_RUL,627023,Insp percent below 950 RUL
Insp_Lung_Mass,627024,Slicer Insp Lung Mass g
Insp_Skewness,627025,Slicer Insp Skewness
Insulin_120_min_OGTT_metformin,627026,Log of insulin at 120 min at V2
Insulin_120_min_glipizide,627027,Log of insulin at 120 min at V1
Insulin_180_min_glipizide,627028,Log of insulin at 180 min at V1
Insulin_240_min_glipizide,627029,Log of insulin at 240 min at V1
Insulin_30_min_OGTT_metformin,627030,Log of insulin at 30 min at V2
Insulin_30_min_glipizide,627031,Log of insulin at 30 min at V1
Insulin_60_min_OGTT_metformin,627032,Log of insulin at 60 min at V2
Insulin_60_min_glipizide,627033,Log of insulin at 60 min at V1
Insulin_90_min_glipizide,627035,Log of insulin at 90 min at V1
Intelligence,627036,Intelligence
IntensityStdDev_Ex,627037,Ex Atten StdDev Slicer
IntensityStdDev_In,627038,In Atten StdDev Slicer
IntertrochArea,627039,Intertrochanteric-shaft area
Intraocular_pressure,627041,Intraocular pressure
IronDef,627043,Iron deficiency
IronDef_add,627047, Iron deficiency (additive model)
IronDef_dom,627048,Iron deficiency (dominant model)
IronDef_het,627049,Iron deficiency (heterodominant model)
IronDef_rec,627050,Iron deficiency (recessive model)
K,627051,Potassium
KExcretion,627052,Urinary potassium excretion
KNEEOA,627053,Knee osteoarthritis
KSD,627056,Kidney stone disease
Keratoconus,627057,Keratoconus
KidneyCancer,627058,Kidney cancer
Kidney_volume,627060,Kidney volume
KleineLevinSynd,627061,Kleine-Levin syndrome
KneeOAnoreplacement,627062,Knee osteoarthritis without joint replacement
KneeOAreplacement,627063,Knee osteoarthritis with joint replacement
KneePain,627064,Knee pain
LAAEF,627065,Left atrial active emptying fraction
LADA,627066,Latent autoimmune diabetes in adults
LAPEF,627067,Left atrial passive emptying fraction
LATEF,627068,Left atrial total emptying fraction
LAmax,627069,Indexed left atrial maximum volume
LAmin,627071,Indexed left atrial minimum volume
LBD,627072,Lewy body dementia
LDH,627073,Lactate dehydrogenase (LDH)
LDL,627074,LDL cholesterol
LDL_CALCULATED,627075,Calculated LDL cholesterol
LEP,627077,Leptin
LEPadjBMI,627078,Leptin adj BMI
LFR,627079,Leg fat ratio
LPDFF,627081,Liver proton density fat fraction
LSBMD,627082,Lumbar spine bone mineral density
LSarea,627083,Lumbar spine area
LTL,627085,Leukocyte telomere length
LVEDA,627110,Left ventricular end diastole anterior wall thickness
LVEDAL,627111,Left ventricular end diastole anterolateral wall thickness
LVEDAS,627112,Left ventricular end diastole anterospetal wall thickness
LVEDI,627113,Left ventricular end diastole inferior wall thickness
LVEDIL,627114,Left ventricular end diastole inferolateral wall thickness
LVEDIS,627115,Left ventricular end diastole inferoseptal wall thickness
LVEDV,627116,Left ventricular end-diastolic volume
LVEDVI,627118,Left ventricular end-diastolic volume (BSA-indexed)
LVEF,627120,Left ventricular ejection fraction
LVESA,627121,Left ventricular end systole anterior wall thickness
LVESAL,627122,Left ventricular end systole anterolateral wall thickness
LVESAS,627123,Left ventricular end systole anterospetal wall thickness
LVESI,627124,Left ventricular end systole inferior wall thickness
LVESIL,627126,Left ventricular end systole inferolateral wall thickness
LVESIS,627127,Left ventricular end systole inferoseptal wall thickness
LVESV,627128,Left ventricular end-systolic volume
LVESVI,627129,Left ventricular end-systolic volume (BSA-indexed)
LVmass-EDVratio,627130,Left ventricular mass to end-diastolic volume ratio
LVmass,627131,Left ventricular mass
LVmassBSAindexed,627132,Left ventricular mass_ BSA indexed
LacunarStroke,627133,Lacunar stroke
LateAD,627134,Late-onset Alzheimer's disease
Leu,627135,Leucine
LipoproteinA,627137,Lipoprotein(a) 
Lithium_response_inBIP_binary,627138,Response to lithium treatment in bipolar disorder (dichotomous phenotype)
Lithium_response_inBIP_continuous,627139,Response to lithium treatment in bipolar disorder (continuous phenotype)
LiverAge,627140,Liver age
LiverFat,627141,Liver fat content
LiverIron,627142,Liver iron content
Liver_volume,627143,Liver volume
LocalHistogramMildCentilobular,627144,Subtle regions of emphysema within secondary pulmonary lobule
LocalHistogramModerateCentilobular,627147,More confluent regions of emphysema within the secondary pulmonary lobule
LocalHistogramNormal,627148,Normal lung architecture
LocalHistogramSevereCentilobular,627149,Emphysematous destruction of the secondary pulmonary lobule including the central bronchovascular bundle
LongQT,627150,Long QT syndrome
LowGripEWGSOP,627152,Low hand grip strength (EWGSOP definition)
LowGripFNIH,627153,Low hand grip strength (FNIH definition)
LungCancer,627154,Lung cancer
Lung_disease_inCF,627155,Lung disease severity in cystic fibrosis
Lung_volume,627156,Lung volume
LymphLeukemia,627157,Lymphocytic leukemia
LymphoCount,627158,Lymphocyte count
LymphoPerc,627159,Lymphocyte percentage
MA,627160,Microalbuminuria
MAP,627161,Mean arterial pressure
MA_DM,627162,Microalbuminuria in diabetes
MA_T1D,627165,Microalbuminuria in type 1 diabetes
MA_T2D,627167,Microalbuminuria in type 2 diabetes
MAadjHbA1cBMI_T1D,627170,Microalbuminuria adj HbA1c-BMI in type 1 diabetes
MBW,627171,Maternal genetic effect on offspring birth weight
MBWadjFGen,627175,Maternal genetic effect on offspring birth weight adj fetal genotype
MDD,627176,Major depressive disorder
MDD_NoTrauma,627177,Major depressive disorder in trauma-unexposed individuals
MDD_Trauma,627179,Major depressive disorder in trauma-exposed individuals
MDD_add,627180,Major depressive disorder (additive model)
MDD_dom,627181,Major depressive disorder (dominant model)
MDD_het,627182,Major depressive disorder (heterodominant model)
MDD_rec,627183,Major depressive disorder (recessive model)
MDD_symptoms,627184,Depression
MDinCSVD,627185,Mean diffusivity in cerebral small vessel disease
MI,627186,Myocardial infarction
MIinT2D,627189,Myocardial infarction in type 2 diabetes
MMSEinPD,627190,Mini-mental state examination in Parkinson's disease
MN,627191,Membranous nephropathy
MOCAinPD,627197,Montreal cognitive assessment in Parkinson's disease
MP,627198,Age at natural menopause (ANM)
MUFA,627205,Total monounsaturated fatty acids
MVP,627206,Mitral valve prolapse
MacroInT2D,627207,Macroalbuminuria in type 2 diabetes (T2D)
Macroalbuminuria_DM,627210,Macroalbuminuria in diabetes
MacrovControl,627211,Macroalbuminuria vs. controls
MacrovControl_T1D,627213,Macroalbuminuria vs. controls in type 1 diabetes
MacrovControladjHbA1cBMI_T1D,627214,Macroalbuminuria vs. controls adj HbA1c-BMI in type 1 diabetes
MaternalLongevity_AtDeath,627215,Parental longevity (mother's age at death)
MaternalLongevity_Attained,627216,Parental longevity (mother's attained age)
Maternal_AD_history,627217,Maternal history of Alzheimer's disease
MeanAtten_Exp,627218,Mean Attenuation_ Exp_ total lung
MeanAtten_Exp_LLL,627219,Exp MeanAtten LLL
MeanAtten_Exp_LUL,627220,Exp MeanAtten LUL
MeanAtten_Exp_RLL,627221,Exp MeanAtten RLL
MeanAtten_Exp_RML,627222,Exp MeanAtten RML
MeanAtten_Exp_RUL,627226,Exp MeanAtten RUL
MeanAtten_Insp,627227,Mean Attenuation_ Insp_ total lung_ Full-dose
MeanAtten_Insp_LLL,627228,Insp MeanAtten LLL
MeanAtten_Insp_LUL,627229,Insp MeanAtten LUL
MeanAtten_Insp_RLL,627230,Insp MeanAtten RLL
MeanAtten_Insp_RML,627231,Insp MeanAtten RML
MeanAtten_Insp_RUL,627232,Insp MeanAtten RUL
MeanCorpHb,627233,Mean corpuscular hemoglobin
MeanCorpHbConc,627234,Mean corpuscular hemoglobin concentration
MeanCorpVol,627236,Mean corpuscular volume
MeanReticuloVol,627237,Mean reticulocyte volume
MeanSleepDiurnalInactRN,627239,Diurnal inactivity duration_ rank-normalized
MeanSleepDurationRN,627240,Mean sleep duration_ rank-normalized
MeanSleepEfficiencyRN,627241,Sleep efficiency_ rank-normalized
MeanSleepL5timeRN,627242,Least-active 5 hour timing_ rank-normalized
MeanSleepM10timeRN,627243,Most-active 10 hour timing_ rank-normalized
MeanSleepMidPointRN,627244,Sleep midpoint timing_ rank-normalized
MeanSleepNumEpisodesRN,627245,Number of sleep episodes_ rank-normalized
MeanSpheredVol,627246,Mean sphered cell volume
Meconium_ileus_inCF,627247,Meconium ileus in cystic fibrosis
Melanoma,627248,Melanoma
MemPerformance,627249,Memory performance
Men,627250,Age at menarche
MicroInT2D,627256,Microalbuminuria in type 2 diabetes (T2D)
MomEarlyGWG,627257,Maternal early gestational weight gain_ maternal genotype effect
MomLateGWG,627258,Maternal late gestational weight gain_ maternal genotype effect
MomTotalGWG,627259,Maternal total gestational weight gain_ maternal genotype effect
MonoCount,627260,Monocyte count
MonoPerc,627262,Monocyte percentage
MotorFlucInPD,627263,Motor fluctuations in Parkinson's disease
MultipleSclerosis,627264,Multiple sclerosis
Myasthenia_gravis,627267,Myasthenia gravis
Myasthenia_gravis_early,627268,Early-onset myasthenia gravis
Myasthenia_gravis_late,627269,Late-onset myasthenia gravis
MyocardialT1,627270,Native myocardial T1 time
NAFLD,627271,NAFLD
NAFLDfibrosis,627272,Liver fibrosis score in NAFLD
NAFLDinT2D,627273,NAFLD in type 2 diabetes (T2D)
NAFLDscore,627274,NAFLD Activity Score (NAS)
ND,627275,Neovascular age-related macular degeneration
NICM,627277,Nonischemic cardiomyopathy
NPDRvNoDR,627279,Non-proliferative diabetic retinopathy vs no DR
NPDRvNoDRwDoD,627280,Non-proliferative diabetic retinopathy vs no DR acct DoD-GC
NT1,627281,Narcolepsy type 1
NaExcretion,627283,Urinary sodium excretion
Naps,627285,Daytime napping (usually vs. never/rarely/sometimes)
NeckCir,627287,Neck circumference
NeckCiradjBMI,627290,neck circumference_ BMI adjusted
Neuromyelitis_optica,627291,Neuromyelitis optica
Neuromyelitis_optica_IgG_minus,627292,Neuromyelitis optica (AQP4-IgG-negative)
Neuromyelitis_optica_IgG_plus,627293,Neuromyelitis optica (AQP4-IgG-positive)
NeuropathyinT2D,627296,Neuropathy in type 2 diabetes
Neuroticism,627299,Neuroticism
Neuroticism_DepressedAffect,627303,Depressed affect
Neuroticism_Worry,627304,Worry
NeutCount,627305,Neutrophil count
NeutroPerc,627307,Neutrophil percentage
NonHodgkinsLymphoma,627310,Non-Hodgkin's lymphoma
NucleatedRedCount,627311,Nucleated red blood cell count
NucleatedRedPerc,627312,Nucleated red blood cell percentage
OCPCancer,627313,Oral cavity and pharyngeal cancer
ONLthickness,627314,Photoreceptor cell outer nuclear layer thickness
OPL,627353,OPL retinal layer thickness
OPLL,627354,Ossification of the spinal posterior longitudinal ligament
OSthickness,627355,Photoreceptor cell outer segment thickness
Obesity,627544,Obesity
OcularVD,627545,Retinal vascular density
Optic_cup_area,627546,Optic cup area
Optic_disc_area,627548,Optic disc area
Osteoporosis,627549,EHR-defined osteoporosis
Osteoporosis_add,627550,EHR-defined osteoporosis (additive model)
Osteoporosis_dom,627551,EHR-defined osteoporosis (dominant model)
Osteoporosis_het,627552,EHR-defined osteoporosis (heterodominant model)
Osteoporosis_rec,627553,EHR-defined osteoporosis (recessive model)
OvarianCancer,627555,Ovarian cancer
P,627558,Phosphorus
PACG,627560,Primary angle-closure glaucoma
PAD,627561,Peripheral artery disease
PAD_eversmk,627562,Peripheral artery disease in ever smokers
PAD_neversmk,627563,Peripheral artery disease in never smokers
PADinT2D,627565,Peripheral artery disease in type 2 diabetes (T2D)
PADnonT2D,627566,Peripheral artery disease in subjects without diabetes
PAH,627567,Pulmonary arterial hypertension
PAStraincm,627568,Short-axis pulmonary artery strain (cm)
PA_A_Ratio,627573,Ratio of pulmonary artery diameter to aorta diameter
PA_AvgAcc,627574,Accelerometer-based physical activity measurement (average acceleration)
PA_Diameter,627575,Pulmonary artery diameter at the bifurcation
PA_FracTimeAcc425MG,627576,Accelerometer-based physical activity measurement (fraction of time with accelerations >425 milli-gravities)
PA_ModerateDur,627577,Physical activity (moderate intensity activity duration)
PA_ModerateToVigorous,627578,Moderate to vigorous physical activity levels
PA_OverallDur,627579,Physical activity (overall physical activity time)
PA_SedentaryDur,627580,Sedentary behavior duration
PA_UsualWalkPace,627581,Usual walking pace
PA_Vigorous,627582,Vigorous physical activity
PAcm,627583,Short-axis pulmonary artery (cm)
PAcmInd,627585,Short-axis pulmonary artery (cm)_ BSA indexed
PAtoARdia,627586,Pulmonary artery to aorta ratio_ diastole
PAtoARsys,627587,Pulmonary artery to aorta ratio_ systole
PBC,627588,Primary biliary cholangitis
PC,627589,Phosphocholines
PC1diet,627590,PC1 dietary pattern
PC3diet,627593,PC3 dietary pattern
PCOS,627594,Polycystic ovary syndrome (PCOS)
PCOSadjAge,627595,Polycystic ovary syndrome_ age-adjusted
PDAgeO,627596,Age of Parkinson's disease onset
PDAndFirstDegree,627597,Parkinson's disease with proxy cases
PDRvNoDR,627598,Proliferative diabetic retinopathy vs no DR
PDRvNoDRwDoD,627599,Proliferative diabetic retinopathy vs no DR acct DoD-GC
PDRvNoPDR,627602,Proliferative diabetic retinopathy (PDR) vs no PDR
PDRvNoPDRwDoD,627603,Proliferative diabetic retinopathy (PDR) vs no PDR acct DoD-GC
PEAK,627605,Peak insulin response
PEAKadjBMInSI,627606,Peak insulin response adj BMI-SI
PEAKadjSI,627608,Peak insulin response adj SI
PEF,627609,Peak expiratory flow
PI,627611,Fasting proinsulin
PIadjBMI,627613,Fasting proinsulin adj BMI
POAG,627614,Primary open-angle glaucoma
PPH,627617,
PPHAtony,627620,
PPHRetainedPlacenta,627621,
PRI,627622,PR interval
PRM_pct_airtrapping,627623,Parametric Response Mapping: Percent air trapping
PRM_pct_emphysema,627624,Parametric Response Mapping: Percent emphysema
PRM_pct_normal,627625,Parametric Response Mapping: Percent normal
PRM_pct_other,627626,Parametric Response Mapping: Percent other
PS,627627,PS retinal layer thickness
PSC,627628,Primary sclerosing cholangitis
PSMR,627629,Post-stroke motor recovery
PTMFI,627630,Posterior thigh muscle fat infiltration percentage
PTMV,627631,Posterior thigh muscle volume
PUFA,627632,Total polyunsaturated fatty acids
PUV,627633,Posterior urethral valves
PVD,627636,Peripheral vascular disease
PVD_add,627637,Peripheral vascular disease (additive model)
PVD_dom,627638,Peripheral vascular disease (dominant model)
PVD_het,627639,Peripheral vascular disease (heterodominant model)
PVD_rec,627640,Peripheral vascular disease (recessive model)
PVDinT2D,627641,Peripheral vascular disease in type 2 diabetes
PanAge,627642,Pancreas age
PancreasFat,627643,Pancreas fat
PancreasIron,627644,Pancreas iron content
Pancreas_volume,627645,Pancreas volume
PancreaticCancer,627646,Pancreatic cancer
Panlobular,627647,Complete effacement of parenchyma_ including septae and bronchovascular bundles
ParentalExtremeLongevity_10pct,627648,Parental longevity (both parents in top 10%)
ParentalExtremeLongevity_95yrs,627651,Parental extreme longevity (95 years and older)
ParentalLifespan,627652,Parental lifespan
ParentalLongevity_AtDeath,627653,Parental longevity (combined parental age at death)
ParentalLongevity_Attained,627654,Parental longevity (combined parental attained age_ Martingale residuals)
Parkinson_progression_cognitive,627655,Parkinson's disease progression (cognitive)
Parkinson_progression_composite,627657,Parkinson's disease progression (composite)
Parkinson_progression_motor,627658,Parkinson's disease progression (motor)
Parkinsons,627659,Parkinson's disease
PaternalLongevity_AtDeath,627660,Parental longevity (father's age at death)
PaternalLongevity_Attained,627662, Parental longevity (father's attained age)
Paternal_AD_history,627663,Paternal history of Alzheimer's disease
Peak_insulin_glipizide_adjusted_baseline_insulin,627664,Log of peak insulin at V1
PepticUlcers,627667,Peptic ulcers
PepticUlcers_add,627670,Peptic ulcers (additive model)
PepticUlcers_dom,627671,Peptic ulcers (dominant model)
PepticUlcers_het,627672,Peptic ulcers (heterodominant model)
PepticUlcers_rec,627673,Peptic ulcers (recessive model)
Perc15HUinCOPD,627675,Emphysema in COPD (15th percentile HU) 
Perc15_Exp,627676,Hu 15th Percentile_ Exp
Perc15_Exp_LLL,627677,CT Histogram_ Expiratory_ 15th Percentile in Hu_ LLL
Perc15_Exp_LUL,627678,CT Histogram_ Expiratory_ 15th Percentile in Hu_ LUL
Perc15_Exp_RLL,627679,CT Histogram_ Expiratory_ 15th Percentile in Hu_ RLL
Perc15_Exp_RML,627680,CT Histogram_ Expiratory_ 15th Percentile in Hu_ RML
Perc15_Exp_RUL,627681,CT Histogram_ Expiratory_ 15th Percentile in Hu_ RUL
Perc15_Insp,627682,Hu 15th Percentile_ Inspiratory_ Full-dose
Perc15_Insp_LLL,627683,CT Histogram_ Inspiratory_ 15th Percentile in Hu_ LLL
Perc15_Insp_LUL,627684,CT Histogram_ Inspiratory_ 15th Percentile in Hu_ LUL
Perc15_Insp_RLL,627685,CT Histogram_ Inspiratory_ 15th Percentile in Hu_ RLL
Perc15_Insp_RML,627686,CT Histogram_ Inspiratory_ 15th Percentile in Hu_ RML
Perc15_Insp_RUL,627687,CT Histogram_ Inspiratory_ 15th Percentile in Hu_ RUL
PercLAA950inCOPD,627688,Emphysema in COPD (percentage low attenuation area −950 HU)
PerceivedAge,627689,Perceived age
Phe,627691,Phenylalanine
Phosphate,627692,Phosphate
Pi10_SRWA_Thirona,627698,Square root of wall area for a hypothetical 10-mm internal perimeter airway_ Thirona
Pi10_SRWA_Vida,627699,Square root of wall area for a hypothetical 10-mm internal perimeter airway_ Vida
Pi10mminCOPD,627701,Airway wall area in COPD
Pi15_SRWA_Vida,627702,Square root of wall area for a hypothetical 15-mm internal perimeter airway_ Vida
PituitaryHyper,627703,
PituitaryHypo,627708,
PlatCount,627710,Platelet count
PlatCrit,627713,Plateletcrit (PCT)
PlatDistWidth,627714,Platelet distribution width
PlatVol,627719,Mean platelet volume
Pollinosis,627720,Pollinosis
PolyneuropathyDM,627721,
PosttermBirthFetal,627722,Post-term birth (fetal GWAS)
PosttermBirthMaternal,627723,Post-term delivery_ maternal GWAS
PreEclampsia,627725,Preeclampsia
PredC19vPredNoC19,627728,Predicted COVID-19 vs predicted COVID-19 negative
PretermBirthFetal,627729,Spontaneous preterm birth (fetal GWAS)
PretermBirthMaternal,627730,Pre-term delivery_ maternal GWAS
ProstateCancer,627731,Prostate cancer
ProteinIntake,627732,Dietary protein intake
ProteinIntakeBMIadj,627733,Dietary protein intake adj BMI
Psoriasis,627734,Psoriasis
Psychiatric,627735,Psychiatric disorders
Psychiatric_add,627736,Psychiatric disorders (additive model)
Psychiatric_dom,627737,Psychiatric disorders (dominant model)
Psychiatric_het,627739,Psychiatric disorders (heterodominant model)
Psychiatric_rec,627740,Psychiatric disorders (recessive model)
PulmonaryHT,627741,Pulmonary hypertension
PulsePress,627742,Pulse pressure
PulseRate,627743,Pulse rate
Pwave_duration,627745,P-wave duration
Pyr,627746,Pyruvate
QRS,627747,QRS interval
QTc,627748,Corrected QT interval (QTc)
RA,627750,Low relative amplitude cases vs controls
RAFAC,627751,Right atrial fractional change
RAMaxArea,627752,Right atrial maximum area
RAMaxAreaInd,627753,Right atrial maximum area_ BSA indexed
RAMinArea,627754,Right atrial minimum area
RAMinAreaInd,627755,Right atrial minimum area_ BSA indexed
RAQT,627756,Relative amplitude
RBCDistWidth,627757,Red blood cell distribution width
RBD,627759,REM sleep behavior disorder
RBDinPD,627760,REM sleep behavior disorder in Parkinson's disease
RLinPD,627761,Restless legs syndrome in Parkinson's disease
RNFL,627762,RNFL retinal layer thickness
RPE,627763,RPE retinal layer thickness
RRinterval,627764,RR interval
RVEDV,627766,Right ventricular end-diastolic volume
RVEDVI,627767,Right ventricular end-diastolic volume_ BSA indexed
RVEDVtoLVEDV,627768,Right ventricular end-diastolic volume to left ventricular end-diastolic volume ratio
RVEF,627769,Right ventricular ejection fraction
RVEFtoLVEF,627771,Right ventricular ejection fraction to left ventricular ejection fraction ratio
RVESV,627773,Right ventricular end-systolic volume
RVESVI,627774,Right ventricular end-systolic volume_ BSA indexed
RVESVtoLVESV,627775,Right ventricular end-systolic volume to left ventricular end-systolic volume ratio
RVSV,627776,Right ventricular stroke volume
RVSVI,627777,Right ventricular stroke volume_ BSA indexed
RVSVtoLVSV,627778,Right ventricular stroke volume to left ventricular stroke volume ratio
ReactionTime,627779,Reaction time
RectalCancer,627780,Rectal cancer
RecurrentStroke,627781,Recurrent stroke
RedCount,627782,Red blood cell count
RemnantC,627783,Remnant cholesterol
ReticuloCount,627784,Reticulocyte count
ReticuloPerc,627785,Reticulocyte percentage
RhA,627787,Rheumatoid arthritis
Rootcm,627790,Short-axis root (cm)
RootcmInd,627791,Short-axis root (cm)_ BSA indexed
SAH,627792,Aneurysmal subarachnoid hemorrhage
SAT,627793,Subcutaneous adipose tissue volume
SBP,627794,Systolic blood pressure
SCAD,627795,Spontaneous coronary artery dissection
SCOOPvSTILTS,627797,Obese vs thin
SCOOPvUKHLS,627798,Obese vs controls
SCS,627800,Spinal canal stenosis
SCZ,627801,Schizophrenia
SEADL70inPD,627802,Modified Schwab and England Activities of Daily Living Scale (SEADL) of 70 or less in Parkinson's disease
SEADLinPD,627803,Modified Schwab and England Activities of Daily Living Scale (SEADL) in Parkinson's disease
SFA,627804,Total saturated fatty acids
SHBG,627805,Sex hormone binding globulin (SHBG) levels
SHBGadjBMI,627806,Sex hormone-binding globulin levels adj BMI
SLE,627807,Systemic lupus erythematosus (SLE)
SM,627812,Sphingomyelins
SRH,627813,Self-rated health
STILTSvUKHLS,627814,Controls vs thin
SVI,627815,Left ventricular stroke volume (BSA-indexed)
SVL,627816,Left ventricular stroke volume
SecHypoThyroid,627817,
SeropositiveRhA,627818,Seropositive rheumatoid arthritis
SerumUrea,627820,
SevereC19vAll,627821,Very severe respiratory confirmed COVID-19 vs population
SevereC19vAllandMild,627823,Very severe COVID-19 vs population and mild COVID-19 cases
SevereDKD,627824,Severe diabetic kidney disease
SeverevNonHospC19,627825,Very severe respiratory confirmed vs non-hospitalized COVID-19
ShoulderToHeight,627826,Shoulder width to body height ratio
SleepApnea,627827,Sleep apnea syndrome
SleepApneaAdjBMI,627828,Sleep apnea adj BMI
SleepChronotype,627829,Chronotype (morningness)
SleepDuration,627830,Sleep duration
SleepEDS,627834,Excessive daytime sleepiness
SleepInsomnia,627835,Frequent insomnia symptoms
SleepInsomnia_ICD,627836,Insomnia (ICD defined)
SleepInsomnia_add,627837, Frequent insomnia symptoms (additive model)
SleepInsomnia_dom,627838,Frequent insomnia symptoms (dominant model)
SleepInsomnia_het,627839,Frequent insomnia symptoms (heterodominant model)
SleepInsomnia_rec,627840,Frequent insomnia symptoms (recessive model)
SleepLong,627841,Long sleep duration
SleepNaps,627842,Daytime napping
SleepShort,627843,Short sleep duration
Slope_to_glucose_recovery_glipizide_adjusted_baseline_glucose,627844,Log (glucose at 240 min - trough glucose) over (time to glucose trough)
Slope_to_glucose_trough_glipizide_adjusted_baseline_glucose,627845,Log (fasting glucose at V1 - trough glucose) over (time to glucose trough)
Smoke_AgeFirst,627846,Age of initiation of regular smoking
Smoke_Cessation,627847,Smoking cessation
Smoke_CigPerDay,627848,Number of cigarettes per day
Smoke_Ever,627849,Regular smoking at any time
SmokingFGint,627851,Smoking-fasting glucose interaction
SmokingFGjoint,627852,Smoking-fasting glucose interaction_ joint 2-degree-of-freedom test
SmokingFGmain,627854,Smoking-fasting glucose interaction_ main effect model
SmokingT2Dint,627855,Smoking-T2D interaction
SmokingT2Djoint,627856,Smoking-T2D interaction_ joint 2-degree-of-freedom test
SmokingT2Dmain,627857,Smoking-T2D interaction_ main effect model
Snoring,627858,Snoring
SnoringAdjBMI,627859,Snoring adj BMI
Sodium,627860,Sodium
SpO2avg,627861,Average oxyhemoglobin saturation during sleep
SpO2min,627862,Minimum oxyhemoglobin saturation (SpO2) during sleep
SpO2per90,627863,Percentage of sleep with oxyhemoglobin saturation (SpO2) under 90%
SpineOA,627864,Spine osteoarthritis
Spleen_volume,627865,Spleen volume
SporadicMiscarriage,627866,Sporadic miscarriage
StDevSleepDurationRN,627867,Standard deviation of sleep duration_ rank-normalized
StoolFreq,627869,Stool frequency
Stress,627870,Acute reaction to stress
Stress_add,627872,Acute reaction to stress (additive model)
Stress_dom,627873,Acute reaction to stress (dominant model)
Stress_het,627874,Acute reaction to stress (heterodominant model)
Stress_rec,627875,Acute reaction to stress (recessive model)
Stroke,627876,Any stroke
Stroke_cardioembolic,627877,Cardioembolic stroke
Stroke_deep,627878,Non-lobar intracranial hemorrhage
Stroke_hemorrhagic,627879,All intracranial hemorrhage
Stroke_ischemic,627880,All ischemic stroke
Stroke_largeartery,627881,Large artery stroke
Stroke_lobar,627882,Lobar intracranial hemorrhage
Stroke_smallvessel,627883,Small vessel stroke
StrokeinT2D,627884,Stroke in type 2 diabetes
Stumvoll,627885,
SubcorticalVol,627886,Total brain subcortical volume
SubjectiveWellbeing,627887,Subjective well-being
T1D,627888,Type 1 diabetes (T1D)
T1DAgeO,627890,
T1DwKA,627892,
T1DwNM,627893,
T1DwOM,627895,
T1DwRM,627896,
T2D,627898,Type 2 diabetes (T2D)
T2D_add,627899,Type 2 diabetes (additive model)
T2D_age-related,627901,Mild age-related type 2 diabetes
T2D_autoimmune,627902,Severe autoimmune type 2 diabetes
T2D_dom,627903,Type 2 diabetes (dominant model)
T2D_het,627904,Type 2 diabetes (heterodominant model)
T2D_insulin-deficient,627905,Severe insulin-deficient type 2 diabetes
T2D_insulin-resistant,627906,Severe insulin-resistant type 2 diabetes
T2D_nopreg,627907,Type 2 diabetes (with no history of pregnancy)
T2D_obesity-related,627908,Mild obesity-related type 2 diabetes
T2D_preg,627909,Type 2 diabetes (with history of pregnancy)
T2D_rec,627910,Type 2 diabetes (recessive model)
T2DadjBMI,627912,Type 2 diabetes (T2D) adj BMI
T2DwKA,627913,
T2DwNM,627914,
T2DwOM,627915,
T2DwPC,627917,
T2DwRM,627918,
T2LVchangeMS,627919,T2 lesion volume change in multiple sclerosis progression
TB-BMD,627920,Total body bone mineral density
TB-LM,627921,Total body lean mass
TBLH-BMD,627922,Total body (less head) bone mineral density 
TBV_Slicer,627923,Total blood volume
TFR,627924,Trunk fat ratio
TG,627925,Triglycerides
TGinT2D,627927,Triglyceride levels in individuals with type 2 diabetes
TGnonT2D,627928,Triglyceride levels in individuals without type 2 diabetes
TGtoHDL,627929,Triglyceride-to-HDL ratio
THR,627931,Total hip replacement
TJR,627932,Total knee and-or hip replacement
TKR,627933,Total knee replacement
TL,627934,Telomere length
TLC_Slicer,627937,Total lung capacity_ Slicer
TLC_Thirona,627938,Total lung capacity_ Thirona
TSH,627939,Thyroid stimulating hormone levels
TT3,627945,Total triiodothyronine (TT3)
TT3overFT4,627946,Total triiodothyronine to free thyroxine ratio
TTMVz,627947,Total thigh muscle volume z-score
TestiHypo,627948,
Testosterone,627949,
Testosterone_bioavailable,627953,Bioavailable testosterone levels
Testosterone_total,627954,Total testosterone levels
ThoracicAA,627957,
ThumbOA,627958,Thumb osteoarthritis
Thyroid,627959,Hypothyroidism
ThyroidCancer,627960,Thyroid cancer
TibiaToHeight,627961,Tibia length to body height ratio
