id,label,neo4j_id
Factor14_gcat_trait_sodium-coupled_monocarboxylate_transporter_1_measurement,Plasma Clearance and Lipoprotein Remodeling,820931
Factor19_gcat_trait_sodium-coupled_monocarboxylate_transporter_1_measurement,Chylomicron and Lipoprotein Dynamics,820932
Factor16_gcat_trait_sodium-coupled_monocarboxylate_transporter_1_measurement,Lipoprotein Assembly and Homeostasis,820933
Factor17_gcat_trait_sodium-coupled_monocarboxylate_transporter_1_measurement,Sterol Transfer and Cholesterol Metabolism,820934
Factor18_gcat_trait_sodium-coupled_monocarboxylate_transporter_1_measurement,Lipoprotein Remodeling and Efflux,820935
Factor9_gcat_trait_sodium-coupled_monocarboxylate_transporter_1_measurement,Sterol Transport and Activity,820936
Factor15_gcat_trait_sodium-coupled_monocarboxylate_transporter_1_measurement,Triglyceride and Lipid Catabolism,820937
Factor6_gcat_trait_sodium-coupled_monocarboxylate_transporter_1_measurement,Sterol Homeostasis Mechanisms,820938
Factor4_gcat_trait_sodium-coupled_monocarboxylate_transporter_1_measurement,Cholesterol Metabolism and Transport,820939
Factor8_gcat_trait_sodium-coupled_monocarboxylate_transporter_1_measurement,Triglyceride Metabolic Regulation,820940
Factor12_gcat_trait_sodium-coupled_monocarboxylate_transporter_1_measurement,Cholesterol and Sterol Homeostasis,820941
Factor1_gcat_trait_soluble_transferrin_receptor_measurement,Iron Metabolism Disorders,820942
Factor2_gcat_trait_soluble_transferrin_receptor_measurement,Iron Homeostasis and Inflammation,820943
Factor3_gcat_trait_soluble_transferrin_receptor_measurement,Iron Level Fluctuations,820944
Factor4_gcat_trait_soluble_transferrin_receptor_measurement,Spleen Iron Decrease,820945
Factor5_gcat_trait_soluble_transferrin_receptor_measurement,Iron Level Increase Indicators,820946
Factor1_gcat_trait_sphingomyelin_measurement,Cholesterol Metabolism and Regulation,820947
Factor3_gcat_trait_sphingomyelin_measurement,Lipoprotein Remodeling and Clearance,820948
Factor5_gcat_trait_sphingomyelin_measurement,Abnormal Lipid and Cholesterol Levels,820949
Factor8_gcat_trait_sphingomyelin_measurement,Cholesterol Efflux Processes,820950
Factor9_gcat_trait_sphingomyelin_measurement,Circulating Cholesterol Levels,820951
Factor13_gcat_trait_sphingomyelin_measurement,Triglyceride and Lipid Metabolism,820952
Factor14_gcat_trait_sphingomyelin_measurement,Cholesterol Efflux and Clearance,820953
Factor17_gcat_trait_sphingomyelin_measurement,Cholesterol and Fatty Acid Metabolism,820954
Factor20_gcat_trait_sphingomyelin_measurement,Cholesterol Efflux and Regulation,820955
Factor21_gcat_trait_sphingomyelin_measurement,Circulating Cholesterol Abnormalities,820956
Factor25_gcat_trait_sphingomyelin_measurement,Regulation of Triglyceride Metabolism,820957
Factor11_gcat_trait_sphingomyelin_measurement,High-Density Lipoprotein Function,820958
Factor12_gcat_trait_sphingomyelin_measurement,Negative Lipid Transport Regulation,820959
Factor19_gcat_trait_sphingomyelin_measurement,Plasma Lipoprotein Assembly and Remodeling,820960
Factor26_gcat_trait_sphingomyelin_measurement,Decreased Circulating Lipid Levels,820961
Factor29_gcat_trait_sphingomyelin_measurement,Cholesterol Regulation and Efflux,820962
Factor2_gcat_trait_sphingomyelin_measurement,Lipid Homeostasis and Regulation,820963
Factor4_gcat_trait_sphingomyelin_measurement,Lipid Transport in Hepatocytes,820964
Factor6_gcat_trait_sphingomyelin_measurement,Lipoprotein Clearance and Remodeling,820965
Factor22_gcat_trait_sphingomyelin_measurement,Cholesterol and Lipid Abnormalities,820966
Factor24_gcat_trait_sphingomyelin_measurement,Regulation of Cholesterol Storage,820967
Factor18_gcat_trait_sphingomyelin_measurement,Altered Lipid and Cholesterol Levels,820968
Factor27_gcat_trait_sphingomyelin_measurement,Sterol Transport and Homeostasis,820969
Factor23_gcat_trait_sphingomyelin_measurement,Sterol Homeostasis and Clearance,820970
Factor28_gcat_trait_sphingomyelin_measurement,Triglyceride Metabolic Regulation,820971
Factor15_gcat_trait_sphingomyelin_measurement,Regulation of Lipid Storage,820972
Factor7_gcat_trait_sphingomyelin_measurement,Triglyceride Metabolism and Levels,820973
Factor16_gcat_trait_sphingomyelin_measurement,Cholesterol Metabolism and Clearance,820974
Factor30_gcat_trait_sphingomyelin_measurement,Sterol Transport and Regulation,820975
Factor10_gcat_trait_sphingomyelin_measurement,HDL and Cholesterol Decrease,820976
Factor1_gcat_trait_squamous_cell_lung_carcinoma,Neuromuscular Blockers and Response,820977
Factor1_gcat_trait_stearoyl_sphingomyelin_d181180_measurement,Lipoprotein Metabolism and Clearance,820979
Factor2_gcat_trait_stearoyl_sphingomyelin_d181180_measurement,Cholesterol and Lipoprotein Pathways,820980
Factor1_gcat_trait_stem_Cell_Factor_measurement,Lipid Metabolism Disorders,820981
Factor6_gcat_trait_stem_Cell_Factor_measurement,HDL and Chylomicron Dynamics,820982
Factor2_gcat_trait_stem_Cell_Factor_measurement,Lipoprotein Remodeling Processes,820983
Factor4_gcat_trait_stem_Cell_Factor_measurement,Cholesterol Efflux Mechanisms,820984
Factor5_gcat_trait_stem_Cell_Factor_measurement,Lipoprotein Homeostasis Pathways,820985
Factor3_gcat_trait_stem_Cell_Factor_measurement,Cholesterol Transport Regulation,820986
Factor1_gcat_trait_susceptibility_to_plantar_warts_measurement,Antigen Presentation and Rejection,820987
Factor2_gcat_trait_susceptibility_to_plantar_warts_measurement,Viral Transcription and Autoimmunity,820988
Factor4_gcat_trait_susceptibility_to_plantar_warts_measurement,Immune Cells and Antibody Response,820989
Factor5_gcat_trait_susceptibility_to_plantar_warts_measurement,Inflammatory Response and Antigens,820990
Factor3_gcat_trait_susceptibility_to_plantar_warts_measurement,Antibody Response and Interferon,820991
Factor1_gcat_trait_susceptibility_to_pneumonia_measurement,Antigen Binding and Presentation,820992
Factor2_gcat_trait_susceptibility_to_pneumonia_measurement,Antibody Response Correlation Studies,820993
Factor3_gcat_trait_susceptibility_to_pneumonia_measurement,Immune Pathway and Infection Analysis,820994
Factor1_gcat_trait_susceptibility_to_strep_throat_measurement,Allograft Rejection Mechanisms,820996
Factor2_gcat_trait_susceptibility_to_strep_throat_measurement,MHC Class II Complex Functions,820997
Factor1_gcat_trait_systemic_lupus_erythematosus,Immune Response and Signal Pathways,820998
Factor4_gcat_trait_systemic_lupus_erythematosus,Allograft Rejection and Immune Modules,820999
Factor5_gcat_trait_systemic_lupus_erythematosus,MHC Class II Protein Complex,821000
Factor11_gcat_trait_systemic_lupus_erythematosus,B Cells and MHC II,821001
Factor16_gcat_trait_systemic_lupus_erythematosus,P2RY10 Expression Across Tissues,821002
Factor2_gcat_trait_systemic_lupus_erythematosus,Allograft Rejection and Autoimmunity,821003
Factor10_gcat_trait_systemic_lupus_erythematosus,Graft Rejection and Immune Response,821004
Factor17_gcat_trait_systemic_lupus_erythematosus,Autoimmunity and Graft Rejection,821005
Factor21_gcat_trait_systemic_lupus_erythematosus,T Cell Activation and Infections,821006
Factor12_gcat_trait_systemic_lupus_erythematosus,Interferon Signaling in COVID-19,821007
Factor19_gcat_trait_systemic_lupus_erythematosus,EBV-transformed Lymphocyte Expression,821008
Factor20_gcat_trait_systemic_lupus_erythematosus,SARS-CoV-2 Immunity Pathways,821009
Factor23_gcat_trait_systemic_lupus_erythematosus,Abnormal T Cell Differentiation,821010
Factor25_gcat_trait_systemic_lupus_erythematosus,FAM26F Ion Channel Expressions,821011
Factor30_gcat_trait_systemic_lupus_erythematosus,Interferon Pathways and Expression,821012
Factor13_gcat_trait_systemic_lupus_erythematosus,B Cell Activation Metrics,821013
Factor6_gcat_trait_systemic_lupus_erythematosus,Immune Response in Sepsis,821014
Factor9_gcat_trait_systemic_lupus_erythematosus,Interferon Gamma Signaling Pathways,821015
Factor15_gcat_trait_systemic_lupus_erythematosus,P2RY10 Gene Expression Differences,821016
Factor18_gcat_trait_systemic_lupus_erythematosus,T Cell Activation and Dynamics,821017
Factor28_gcat_trait_systemic_lupus_erythematosus,Various Cell Types in Development,821018
Factor29_gcat_trait_systemic_lupus_erythematosus,Decreased Immunoglobulin Levels,821019
Factor7_gcat_trait_systemic_lupus_erythematosus,Immune Response and Interferon Signaling,821020
Factor24_gcat_trait_systemic_lupus_erythematosus,T Cell Activation and Responses,821021
Factor8_gcat_trait_systemic_lupus_erythematosus,IFN Signaling and Immune Pathways,821022
Factor3_gcat_trait_systemic_lupus_erythematosus,P2RY10 Gene Expression Across Tissues,821023
Factor27_gcat_trait_systemic_lupus_erythematosus,T Cell Proliferation Regulation,821024
Factor14_gcat_trait_systemic_lupus_erythematosus,CD8 T Cell Signaling Pathways,821025
Factor26_gcat_trait_systemic_lupus_erythematosus,B Cell Activation Regulation,821026
Factor22_gcat_trait_systemic_lupus_erythematosus,P2RY10 Consensus in Tissues,821027
Factor1_gcat_trait_systemic_scleroderma,Interleukin Signaling and T-Cell,821036
Factor3_gcat_trait_systemic_scleroderma,NKT Cell vs T-Cell Signaling,821037
Factor2_gcat_trait_systemic_scleroderma,T-Cell Activation and Inflammation,821038
Factor5_gcat_trait_systemic_scleroderma,T-Cell Activation and Proliferation,821039
Factor6_gcat_trait_systemic_scleroderma,Adaptive Immunity and T-Cell Regulation,821040
Factor4_gcat_trait_systemic_scleroderma,Increased Immunoglobulin and B-Cells,821041
Factor1_gcat_trait_systolic_blood_pressure,Cardiac Development Abnormalities,821043
Factor2_gcat_trait_systolic_blood_pressure,Heart Morphogenesis Pathways,821044
Factor5_gcat_trait_systolic_blood_pressure,Ventricular Morphogenesis Issues,821045
Factor9_gcat_trait_systolic_blood_pressure,Heart Development Pathways,821046
Factor12_gcat_trait_systolic_blood_pressure,Atrial Septal Defect Variants,821047
Factor27_gcat_trait_systolic_blood_pressure,Septum Development Processes,821048
Factor29_gcat_trait_systolic_blood_pressure,Cardiac Tissue Development,821049
Factor7_gcat_trait_systolic_blood_pressure,Fetal Heart Development Problems,821050
Factor8_gcat_trait_systolic_blood_pressure,Heart and Vessel Formation,821051
Factor22_gcat_trait_systolic_blood_pressure,Organ Formation and Development,821052
Factor23_gcat_trait_systolic_blood_pressure,Heart Growth Regulation,821053
Factor24_gcat_trait_systolic_blood_pressure,Muscle Differentiation Regulation,821054
Factor26_gcat_trait_systolic_blood_pressure,Outflow Tract Morphogenesis,821055
Factor4_gcat_trait_systolic_blood_pressure,Muscle Cell Differentiation,821056
Factor3_gcat_trait_systolic_blood_pressure,Cardiac Function Disorders,821057
Factor14_gcat_trait_systolic_blood_pressure,Embryonic Morphogenesis Processes,821058
Factor18_gcat_trait_systolic_blood_pressure,Endocardial Cushion Morphogenesis,821059
Factor6_gcat_trait_systolic_blood_pressure,Signaling in Circulation,821060
Factor17_gcat_trait_systolic_blood_pressure,Fat Cell Regulation,821061
Factor15_gcat_trait_systolic_blood_pressure,Osteoblast Differentiation Pathways,821062
Factor25_gcat_trait_systolic_blood_pressure,Cancer Pathways Overview,821063
Factor20_gcat_trait_systolic_blood_pressure,Regulation in Circulatory System,821064
Factor21_gcat_trait_systolic_blood_pressure,Cardiac Muscle Differentiation,821065
Factor19_gcat_trait_systolic_blood_pressure,Fetal Growth Lethal Conditions,821066
Factor30_gcat_trait_systolic_blood_pressure,Blood Vessel Development,821067
Factor10_gcat_trait_systolic_blood_pressure,Glucose Regulation in Adipogenesis,821068
Factor11_gcat_trait_systolic_blood_pressure,Heart Contraction Regulation,821069
Factor13_gcat_trait_systolic_blood_pressure,Heart Development Anomalies,821070
Factor28_gcat_trait_systolic_blood_pressure,Heart Tube Development,821071
Factor16_gcat_trait_systolic_blood_pressure,Nephron Development Processes,821072
Factor1_gcat_trait_telomere_length,Telomeric DNA Regulation,821124
Factor2_gcat_trait_telomere_length,Chromosomal Localization and Maintenance,821125
Factor5_gcat_trait_telomere_length,DNA Replication and Catalytic Activity,821126
Factor15_gcat_trait_telomere_length,Telomere Length and Repair,821127
Factor16_gcat_trait_telomere_length,Telomeric Binding and Maintenance,821128
Factor23_gcat_trait_telomere_length,Recombination and Repair Regulation,821129
Factor4_gcat_trait_telomere_length,Telomere Capping and Maintenance,821130
Factor7_gcat_trait_telomere_length,DNA Replication and Chromosomes,821131
Factor18_gcat_trait_telomere_length,Negative Regulation of Telomeres,821132
Factor20_gcat_trait_telomere_length,Telomere Extension and Repair,821133
Factor21_gcat_trait_telomere_length,Regulation of Telomere Maintenance,821134
Factor25_gcat_trait_telomere_length,Base Excision Repair and Localization,821135
Factor11_gcat_trait_telomere_length,Telomere Maintenance Regulation,821136
Factor8_gcat_trait_telomere_length,DNA Damage Response Pathways,821137
Factor14_gcat_trait_telomere_length,Telomere Extension Mechanisms,821138
Factor22_gcat_trait_telomere_length,DNA Helicase Activities,821139
Factor3_gcat_trait_telomere_length,Telomere and DNA Regulation,821140
Factor6_gcat_trait_telomere_length,Chromosomal Regions and Maintenance,821141
Factor10_gcat_trait_telomere_length,Telomere Maintenance and DNA Replication,821142
Factor19_gcat_trait_telomere_length,DNA Repair and Activity,821143
Factor13_gcat_trait_telomere_length,Double Strand Break Repair,821144
Factor12_gcat_trait_telomere_length,DNA Replication Processes,821145
Factor17_gcat_trait_telomere_length,Chromosomal Regulation and Repair,821146
Factor9_gcat_trait_telomere_length,Meiosis and Chromosome Organization,821147
Factor24_gcat_trait_telomere_length,DNA Repair and Recombination,821148
Factor1_gcat_trait_testosterone_measurement,Steroid Hormone Metabolic Processes,821149
Factor2_gcat_trait_testosterone_measurement,Classical Steroidogenesis Pathway,821150
Factor16_gcat_trait_testosterone_measurement,Steroid and Alcohol Catabolism,821151
Factor24_gcat_trait_testosterone_measurement,Drug Induction Pathways,821152
Factor27_gcat_trait_testosterone_measurement,Combined Steroid Hormone Processes,821153
Factor10_gcat_trait_testosterone_measurement,Fetal Adrenal Development,821154
Factor20_gcat_trait_testosterone_measurement,Estrogen Metabolic Pathways,821155
Factor25_gcat_trait_testosterone_measurement,Metabolic Disorders of Oxidation,821156
Factor26_gcat_trait_testosterone_measurement,Alcohol and Steroid Biosynthesis,821157
Factor30_gcat_trait_testosterone_measurement,Androgen and Hormone Metabolism,821158
Factor8_gcat_trait_testosterone_measurement,Aspirin Metabolism Overview,821159
Factor11_gcat_trait_testosterone_measurement,Glucuronidation and Cytochrome P450,821160
Factor22_gcat_trait_testosterone_measurement,Retinoic Acid Metabolism,821161
Factor29_gcat_trait_testosterone_measurement,Opioid and Estrogen Metabolism,821162
Factor13_gcat_trait_testosterone_measurement,Steroid Hormone Metabolism,821163
Factor9_gcat_trait_testosterone_measurement,C21 Steroid Hormone Processes,821164
Factor7_gcat_trait_testosterone_measurement,Hormone and Steroid Processes,821165
Factor28_gcat_trait_testosterone_measurement,Xenobiotic Metabolic Pathways,821166
Factor6_gcat_trait_testosterone_measurement,Drug Absorption and Metabolism,821167
Factor21_gcat_trait_testosterone_measurement,Co-expression Analysis,821168
Factor5_gcat_trait_testosterone_measurement,Reproductive Cycle Abnormalities,821169
Factor19_gcat_trait_testosterone_measurement,Cytochrome P450 Metabolism,821170
Factor15_gcat_trait_testosterone_measurement,Bile Acid and Steroid Metabolism,821171
Factor17_gcat_trait_testosterone_measurement,Cellular Ketone Regulation,821172
Factor23_gcat_trait_testosterone_measurement,Regulation of Steroid Biosynthesis,821173
Factor12_gcat_trait_testosterone_measurement,Xenobiotic Metabolic Response,821174
Factor18_gcat_trait_testosterone_measurement,Hormonal and Terpenoid Processes,821175
Factor4_gcat_trait_testosterone_measurement,Nuclear Receptor Activities,821176
Factor14_gcat_trait_testosterone_measurement,Steroid and Alcohol Metabolism,821177
Factor3_gcat_trait_testosterone_measurement,Male Sexual Development,821178
Factor2_gcat_trait_thyroid_stimulating_hormone_measurement,cAMP Metabolic Regulation Pathways,821198
Factor3_gcat_trait_thyroid_stimulating_hormone_measurement,Insulin Secretion Inhibition Mechanisms,821199
Factor13_gcat_trait_thyroid_stimulating_hormone_measurement,Insulin Secretion Regulation Mechanisms,821200
Factor8_gcat_trait_thyroid_stimulating_hormone_measurement,Opioid Signaling and Inflammation,821201
Factor1_gcat_trait_thyroid_stimulating_hormone_measurement,Abnormal Thyroid Morphology Indicators,821202
Factor12_gcat_trait_thyroid_stimulating_hormone_measurement,Development of Lymphoid Organs,821203
Factor14_gcat_trait_thyroid_stimulating_hormone_measurement,Hormonal Signaling Pathways,821204
Factor5_gcat_trait_thyroid_stimulating_hormone_measurement,Hormonal Signaling and Responses,821205
Factor11_gcat_trait_thyroid_stimulating_hormone_measurement,Endocrine and Gland Development,821206
Factor4_gcat_trait_thyroid_stimulating_hormone_measurement,Glucose Metabolism and Signaling,821207
Factor9_gcat_trait_thyroid_stimulating_hormone_measurement,Myometrial Relaxation Mechanisms,821208
Factor10_gcat_trait_thyroid_stimulating_hormone_measurement,Insulin Receptor Signaling Regulation,821209
Factor6_gcat_trait_thyroid_stimulating_hormone_measurement,Endothelial Cell Migration Pathways,821210
Factor7_gcat_trait_thyroid_stimulating_hormone_measurement,Organ Morphogenesis Regulation,821211
Factor1_gcat_trait_thyroxine_measurement,Thyroid Activity and Metabolism,821215
Factor2_gcat_trait_thyroxine_measurement,Thyroid Function and Weight Gain,821216
Factor1_gcat_trait_tobacco_smoke_exposure_measurement,Nicotine-Related Calcium Channels,821217
Factor2_gcat_trait_tonsillectomy_risk_measurement,Impaired Humoral Immune Response,821218
Factor8_gcat_trait_tonsillectomy_risk_measurement,Abnormal Peyer's Patches,821219
Factor17_gcat_trait_tonsillectomy_risk_measurement,SLE and B Cell Activation,821220
Factor18_gcat_trait_tonsillectomy_risk_measurement,Splenic Cell Ratio Abnormality,821221
Factor1_gcat_trait_tonsillectomy_risk_measurement,Abnormal Immune System Morphology,821222
Factor3_gcat_trait_tonsillectomy_risk_measurement,Absent Follicular Dendritic Cells,821223
Factor6_gcat_trait_tonsillectomy_risk_measurement,Absent Spleen Germinal Center,821224
Factor11_gcat_trait_tonsillectomy_risk_measurement,Autoimmune Diabetes Susceptibility,821225
Factor19_gcat_trait_tonsillectomy_risk_measurement,Germinal Center Abnormalities,821226
Factor16_gcat_trait_tonsillectomy_risk_measurement,Abnormal Lymphopoiesis,821227
Factor7_gcat_trait_tonsillectomy_risk_measurement,Thymus Epithelium Abnormalities,821228
Factor9_gcat_trait_tonsillectomy_risk_measurement,Decreased Susceptibility to Autoimmune Disorders,821229
Factor20_gcat_trait_tonsillectomy_risk_measurement,Decreased Immunoglobulin Levels,821230
Factor13_gcat_trait_tonsillectomy_risk_measurement,Abnormal Peyer's Patch Morphology,821231
Factor23_gcat_trait_tonsillectomy_risk_measurement,Autoimmune Diabetes Susceptibility,821232
Factor24_gcat_trait_tonsillectomy_risk_measurement,T Cell Activation Regulation,821233
Factor5_gcat_trait_tonsillectomy_risk_measurement,Abnormal B Cell Activation,821234
Factor4_gcat_trait_tonsillectomy_risk_measurement,Spleen Hyperplasia and Inflammation,821235
Factor14_gcat_trait_tonsillectomy_risk_measurement,Increased Susceptibility to Lupus,821236
Factor21_gcat_trait_tonsillectomy_risk_measurement,Susceptibility to Parasitic Infection,821237
Factor10_gcat_trait_tonsillectomy_risk_measurement,Abnormal Cytokine Secretion,821238
Factor22_gcat_trait_tonsillectomy_risk_measurement,Class Switch Recombination Deficiency,821239
Factor25_gcat_trait_tonsillectomy_risk_measurement,Decreased T Cell Numbers,821240
Factor15_gcat_trait_tonsillectomy_risk_measurement,Gene Coexpression Network,821241
Factor12_gcat_trait_tonsillectomy_risk_measurement,Immune System Development,821242
Factor4_gcat_trait_total_blood_protein_measurement,Spleen and B Cell Changes,821244
Factor6_gcat_trait_total_blood_protein_measurement,Abnormal Immune Response and B Cells,821245
Factor9_gcat_trait_total_blood_protein_measurement,Abnormal B Cell Activation,821246
Factor15_gcat_trait_total_blood_protein_measurement,Abnormal B Cell Dynamics,821247
Factor19_gcat_trait_total_blood_protein_measurement,Activated T Cell and IgA,821248
Factor20_gcat_trait_total_blood_protein_measurement,Spleen and Plasma Cell Increase,821249
Factor21_gcat_trait_total_blood_protein_measurement,Decreased Marginal Zone B Cells,821250
Factor23_gcat_trait_total_blood_protein_measurement,Abnormal Lymphatic Structures,821251
Factor28_gcat_trait_total_blood_protein_measurement,Increased Follicular B Cells,821252
Factor8_gcat_trait_total_blood_protein_measurement,Lymphoid Hyperplasia and B Cells,821253
Factor14_gcat_trait_total_blood_protein_measurement,Coexpression of P2RY10 GPCRs,821254
Factor17_gcat_trait_total_blood_protein_measurement,B Cell Apoptosis and Differentiation,821255
Factor30_gcat_trait_total_blood_protein_measurement,T Cell Morphology and Changes,821256
Factor5_gcat_trait_total_blood_protein_measurement,Arrested B Cell Differentiation,821257
Factor12_gcat_trait_total_blood_protein_measurement,Coexpression of B Cell Genes,821258
Factor18_gcat_trait_total_blood_protein_measurement,Immune Organ Morphology Changes,821259
Factor27_gcat_trait_total_blood_protein_measurement,Decreased Ig Levels,821260
Factor1_gcat_trait_total_blood_protein_measurement,Increased B Cell Proliferation,821261
Factor16_gcat_trait_total_blood_protein_measurement,T Cell Differentiation Abnormalities,821262
Factor25_gcat_trait_total_blood_protein_measurement,Increased Autoantibody Production,821263
Factor29_gcat_trait_total_blood_protein_measurement,Regulation of B Cell Activation,821264
Factor7_gcat_trait_total_blood_protein_measurement,B Cell Apoptosis Increase,821265
Factor11_gcat_trait_total_blood_protein_measurement,Abnormal Immune Response Indicators,821266
Factor24_gcat_trait_total_blood_protein_measurement,Lymphocyte Differentiation Regulations,821267
Factor2_gcat_trait_total_blood_protein_measurement,Lymphoid Hyperplasia and Morphology,821268
Factor3_gcat_trait_total_blood_protein_measurement,Hematopoiesis and B Cell Increase,821269
Factor10_gcat_trait_total_blood_protein_measurement,Myeloid Progenitor Morphology Abnormalities,821270
Factor26_gcat_trait_total_blood_protein_measurement,B Cell Differentiation Arrest,821271
Factor22_gcat_trait_total_blood_protein_measurement,Increased IgM Levels,821272
Factor13_gcat_trait_total_blood_protein_measurement,Increased T Cell Activation,821273
Factor2_gcat_trait_total_cholesterol_in_IDL,Statin effects on cholesterol,821282
Factor3_gcat_trait_total_cholesterol_in_IDL,Lipoprotein clearance and metabolism,821283
Factor6_gcat_trait_total_cholesterol_in_IDL,Decreased triglyceride levels,821284
Factor10_gcat_trait_total_cholesterol_in_IDL,Statin and lipid complexes,821285
Factor13_gcat_trait_total_cholesterol_in_IDL,Cholesterol level fluctuations,821286
Factor16_gcat_trait_total_cholesterol_in_IDL,HDL particle and sterol regulation,821287
Factor22_gcat_trait_total_cholesterol_in_IDL,Fatty acids and cholesterol,821288
Factor23_gcat_trait_total_cholesterol_in_IDL,Circulating cholesterol abnormalities,821289
Factor24_gcat_trait_total_cholesterol_in_IDL,Lipoprotein remodeling and metabolism,821290
Factor1_gcat_trait_total_cholesterol_in_IDL,Cholesterol and lipid metabolism,821291
Factor4_gcat_trait_total_cholesterol_in_IDL,Sterol metabolic processes,821292
Factor5_gcat_trait_total_cholesterol_in_IDL,Lipid transport and localization,821293
Factor8_gcat_trait_total_cholesterol_in_IDL,HDL particle and lipid regulation,821294
Factor9_gcat_trait_total_cholesterol_in_IDL,Cholesterol circulation abnormalities,821295
Factor11_gcat_trait_total_cholesterol_in_IDL,Lipoprotein assembly and clearance,821296
Factor15_gcat_trait_total_cholesterol_in_IDL,VLDL and lipid abnormalities,821297
Factor17_gcat_trait_total_cholesterol_in_IDL,VLDL levels and metabolism,821298
Factor19_gcat_trait_total_cholesterol_in_IDL,Enterocyte cholesterol metabolism,821299
Factor18_gcat_trait_total_cholesterol_in_IDL,Lipid transport and regulation,821300
Factor21_gcat_trait_total_cholesterol_in_IDL,Cholesterol metabolic process regulation,821301
Factor20_gcat_trait_total_cholesterol_in_IDL,Sterol homeostasis regulation,821302
Factor14_gcat_trait_total_cholesterol_in_IDL,Liver cholesterol and sterol transport,821303
Factor12_gcat_trait_total_cholesterol_in_IDL,Decreased cholesterol and triglycerides,821304
Factor7_gcat_trait_total_cholesterol_in_IDL,Abnormal cholesterol homeostasis,821305
Factor2_gcat_trait_total_cholesterol_in_large_LDL,Statin Effects on Cholesterol,821306
Factor4_gcat_trait_total_cholesterol_in_large_LDL,Sterol Transport Regulation,821307
Factor5_gcat_trait_total_cholesterol_in_large_LDL,Lipoprotein and Fatty Acid Transport,821308
Factor6_gcat_trait_total_cholesterol_in_large_LDL,HDL Particle Regulation,821309
Factor10_gcat_trait_total_cholesterol_in_large_LDL,Plasma Lipoprotein Dynamics,821310
Factor17_gcat_trait_total_cholesterol_in_large_LDL,Protein-Lipid Complex Remodeling,821311
Factor19_gcat_trait_total_cholesterol_in_large_LDL,Cholestasis and Cholesterol Regulation,821312
Factor25_gcat_trait_total_cholesterol_in_large_LDL,Sterol Transfer Activity,821313
Factor26_gcat_trait_total_cholesterol_in_large_LDL,Cholesterol Storage Regulation,821314
Factor28_gcat_trait_total_cholesterol_in_large_LDL,Cholesterol Metabolism Abnormalities,821315
Factor1_gcat_trait_total_cholesterol_in_large_LDL,Cholesterol Transport and Homeostasis,821316
Factor3_gcat_trait_total_cholesterol_in_large_LDL,Cholesterol Metabolism in Enterocytes,821317
Factor7_gcat_trait_total_cholesterol_in_large_LDL,Lipoprotein Lipase Activity,821318
Factor9_gcat_trait_total_cholesterol_in_large_LDL,Lipoprotein Clearance Dynamics,821319
Factor11_gcat_trait_total_cholesterol_in_large_LDL,Triglyceride Metabolism Regulation,821320
Factor14_gcat_trait_total_cholesterol_in_large_LDL,Abnormal Circulating Cholesterol Levels,821321
Factor15_gcat_trait_total_cholesterol_in_large_LDL,Sterol and Bile Acid Metabolism,821322
Factor16_gcat_trait_total_cholesterol_in_large_LDL,Steroid Binding Activities,821323
Factor18_gcat_trait_total_cholesterol_in_large_LDL,LDL Cholesterol Level Regulation,821324
Factor22_gcat_trait_total_cholesterol_in_large_LDL,Lipid Transport and Efflux,821325
Factor24_gcat_trait_total_cholesterol_in_large_LDL,Lipoprotein Assembly Dynamics,821326
Factor8_gcat_trait_total_cholesterol_in_large_LDL,Cholesterol Homeostasis Abnormalities,821327
Factor20_gcat_trait_total_cholesterol_in_large_LDL,Phospholipid and Acylglycerol Transport,821328
Factor29_gcat_trait_total_cholesterol_in_large_LDL,Lipid Storage and Clearance,821329
Factor30_gcat_trait_total_cholesterol_in_large_LDL,Lipoprotein Regulation and Metabolism,821330
Factor13_gcat_trait_total_cholesterol_in_large_LDL,Decreased Circulating Cholesterol Levels,821331
Factor27_gcat_trait_total_cholesterol_in_large_LDL,Lipoprotein Assembly and Remodeling,821332
Factor12_gcat_trait_total_cholesterol_in_large_LDL,Abnormal Triglyceride and Cholesterol Levels,821333
Factor23_gcat_trait_total_cholesterol_in_large_LDL,Sterol Transport Mechanisms,821334
Factor21_gcat_trait_total_cholesterol_in_large_LDL,Sterol Metabolic Process Regulation,821335
Factor5_gcat_trait_total_cholesterol_in_large_VLDL,Cholesterol Efflux and Homeostasis,821336
Factor10_gcat_trait_total_cholesterol_in_large_VLDL,Lipoprotein Clearance and Remodeling,821337
Factor16_gcat_trait_total_cholesterol_in_large_VLDL,Sterol Transfer and Lipoprotein Remodeling,821338
Factor17_gcat_trait_total_cholesterol_in_large_VLDL,Cholesterol Production Inhibition,821339
Factor18_gcat_trait_total_cholesterol_in_large_VLDL,Cholesterol and Lipid Homeostasis,821340
Factor21_gcat_trait_total_cholesterol_in_large_VLDL,Sterol Transport and Homeostasis,821341
Factor22_gcat_trait_total_cholesterol_in_large_VLDL,Complex Remodeling and Lipid Storage,821342
Factor1_gcat_trait_total_cholesterol_in_large_VLDL,Lipid Metabolic Process Regulation,821343
Factor14_gcat_trait_total_cholesterol_in_large_VLDL,VLDL Cholesterol Level Regulation,821344
Factor4_gcat_trait_total_cholesterol_in_large_VLDL,Plasma Lipoprotein Remodeling,821345
